ID,Court Number 1,Court Number 2,Court Number 3,Court Number 4,Case Type,Jury Sworn Date,Trial End Date,Co-Defendant,Trial Length Days,Convicted,Concluded,Trial Outcome,Crime Description
745,16018031,,,,Misdemeanor,2016/12/28,2016/12/30,N,2,Convicted,Concluded,Convicted,Weapons- Non-Gun
746,16017517,,,,Misdemeanor,2016/12/22,2017/01/03,N,12,Not Convicted,Concluded,Not Convicted,Assault-Misdemean
747,2497475,,,,Misdemeanor,2016/12/27,2017/01/04,N,8,Convicted,Concluded,Convicted,DUI
748,2495111,,,,Misdemeanor,2017/01/05,2017/01/06,N,1,Convicted,Concluded,Convicted,14601/14602: Susp
749,15009382,,,,Felony,2016/12/14,2017/01/09,Y,26,Not Convicted,Not Concluded,Mistrial,Robbery 1st Degre
750,15014492,,,,Felony,2016/12/14,2017/01/09,Y,26,Not Convicted,Not Concluded,Mistrial,Robbery 1st Degre
751,2498750,,,,Misdemeanor,2017/01/03,2017/01/09,N,6,Convicted,Concluded,Convicted,Assault-Misdemean
752,15014493,,,,Felony,2016/12/14,2017/01/09,Y,26,Not Convicted,Not Concluded,Mistrial,Robbery 1st Degre
753,15014495,,,,Felony,2016/12/14,2017/01/09,Y,26,Not Convicted,Not Concluded,Mistrial,Robbery 1st Degre
754,16006992,,,,Misdemeanor,2017/01/04,2017/01/11,N,7,Convicted,Concluded,Convicted,DUI
755,16019300,,,,Misdemeanor,2016/12/29,2017/01/13,N,15,Convicted,Concluded,Convicted,DUI
756,2496473,,,,Misdemeanor,2017/01/11,2017/01/17,N,6,Convicted,Concluded,Convicted,DUI
757,16016944,,,,Misdemeanor,2017/01/11,2017/01/18,N,7,Not Convicted,Concluded,Not Convicted,Vandalism
758,16007441,,,,Felony,2017/01/11,2017/01/18,N,7,Convicted,Concluded,Convicted,Welfare Fraud
759,16011224,,,,Misdemeanor,2017/01/10,2017/01/19,N,9,Convicted,Concluded,Convicted,DUI
760,16009999,,,,Misdemeanor,2017/01/10,2017/01/19,N,9,Convicted,Concluded,Convicted,DUI
761,16006283,,,,Misdemeanor,2017/01/11,2017/01/20,N,9,Convicted,Concluded,Convicted,DUI
762,15028331,,,,Felony,2017/01/03,2017/01/25,N,22,Convicted,Concluded,Convicted,DUI with Injury
763,16018894,,,,Felony,2017/01/18,2017/01/25,N,7,Convicted,Concluded,Convicted,Resist/Obstruct
764,16010540,,,,Misdemeanor,2017/01/23,2017/01/26,N,3,Convicted,Concluded,Convicted,DUI
765,16011969,16022186,,,Misdemeanor,2017/01/23,2017/01/26,N,3,Convicted,Concluded,Convicted,Assault-Misdemean
766,16022531,16021834,,,Misdemeanor,2017/01/23,2017/01/27,N,4,Convicted,Concluded,Convicted,Trespass
767,16020101,,,,Misdemeanor,2017/01/19,2017/01/31,N,12,Not Convicted,Not Concluded,Mistrial,DUI
768,16018515,,,,Misdemeanor,2017/01/19,2017/01/31,N,12,Convicted,Concluded,Convicted,Assault-Misdemean
769,16015182,,,,Misdemeanor,2017/01/20,2017/02/01,N,12,Convicted,Concluded,Convicted,DUI
770,16021234,,,,Misdemeanor,2017/01/30,2017/02/02,N,3,Not Convicted,Concluded,Not Convicted,Assault-Misdemean
771,14007754,,,,Misdemeanor,2017/01/27,2017/02/02,N,6,Convicted,Concluded,Convicted,DUI
772,2497253,,,,Misdemeanor,2017/01/27,2017/02/02,N,6,Not Convicted,Concluded,Not Convicted,Assault-Misdemean
773,14030899,,,,Misdemeanor,2017/01/23,2017/02/02,N,10,Not Convicted,Concluded,Not Convicted,Gun-Misdemeanor
774,16013243,,,,Misdemeanor,2017/01/31,2017/02/03,N,3,Convicted,Concluded,Convicted,DUI
775,16010869,,,,Misdemeanor,2017/01/30,2017/02/03,N,4,Convicted,Concluded,Convicted,DUI
776,16013888,,,,Misdemeanor,2017/01/30,2017/02/07,N,8,Not Convicted,Concluded,Not Convicted,Sexual Assault
777,16022014,,,,Misdemeanor,2017/02/06,2017/02/09,N,3,Not Convicted,Concluded,Not Convicted,Weapons- Non-Gun
778,17000049,,,,Misdemeanor,2017/02/06,2017/02/09,N,3,Not Convicted,Not Concluded,Mistrial,Assault-Misdemean
779,16000473,,,,Misdemeanor,2017/02/06,2017/02/15,N,9,Convicted,Concluded,Convicted,DUI
780,2499975,,,,Misdemeanor,2017/02/09,2017/02/16,N,7,Convicted,Concluded,Convicted,Gun-Misdemeanor
781,14029747,,,,Felony,2017/02/01,2017/02/16,N,15,Convicted,Concluded,Convicted,Domestic Violence
782,16022722,,,,Misdemeanor,2017/02/06,2017/02/17,N,11,Not Convicted,Not Concluded,Mistrial,Theft- Non-Auto
783,16018570,,,,Misdemeanor,2017/02/15,2017/02/21,N,6,Not Convicted,Concluded,Not Convicted,DUI
784,2498234,,,,Misdemeanor,2017/02/15,2017/02/22,N,7,Not Convicted,Not Concluded,Mistrial,Assault-Misdemean
785,16006765,,,,Misdemeanor,2017/02/16,2017/02/23,N,7,Not Convicted,Concluded,Not Convicted,DUI
786,16021570,,,,Misdemeanor,2017/02/10,2017/02/23,N,13,Convicted,Concluded,Convicted,DUI
787,16011713,,,,Misdemeanor,2017/02/21,2017/02/23,N,2,Convicted,Concluded,Convicted,DUI
788,16020110,,,,Felony,2017/02/17,2017/02/24,N,7,Convicted,Concluded,Convicted,Robbery 2nd Degre
789,16020446,,,,Felony,2017/02/22,2017/03/01,N,7,Convicted,Concluded,Convicted,Robbery 2nd Degre
790,2497524,,,,Misdemeanor,2017/02/27,2017/03/02,N,3,Convicted,Concluded,Convicted,DUI
791,16009354,,,,Misdemeanor,2017/02/28,2017/03/02,N,2,Convicted,Concluded,Convicted,DUI
792,16022587,,,,Misdemeanor,2017/03/01,2017/03/06,N,5,Not Convicted,Concluded,Not Convicted,DUI
793,16021114,,,,Felony,2017/03/02,2017/03/08,N,6,Convicted,Concluded,Convicted,Threats
794,15013868,,,,Felony,2017/02/15,2017/03/08,N,21,Convicted,Concluded,Convicted,Robbery 2nd Degre
795,16019630,,,,Felony,2017/02/24,2017/03/09,N,13,Convicted,Concluded,Convicted,Robbery 2nd Degre
796,16014831,,,,Misdemeanor,2017/03/06,2017/03/10,N,4,Convicted,Concluded,Convicted,DUI
797,16014073,,,,Misdemeanor,2017/03/08,2017/03/10,N,2,Not Convicted,Not Concluded,Mistrial,Auto Theft
798,16019017,,,,Misdemeanor,2017/03/06,2017/03/13,N,7,Convicted,Concluded,Convicted,DUI
799,16016353,,,,Felony,2017/02/15,2017/03/14,N,27,Not Convicted,Not Concluded,Mistrial,Homicide
800,16020373,,,,Felony,2017/03/07,2017/03/20,N,13,Convicted,Concluded,Convicted,Assault-Felony
801,16020785,,,,Felony,2017/03/13,2017/03/21,N,8,Convicted,Concluded,Convicted,Burglary-Resident
802,16003047,,,,Misdemeanor,2017/03/10,2017/03/22,N,12,Not Convicted,Concluded,Not Convicted,Gun-Misdemeanor
803,17002405,,,,Misdemeanor,2017/03/21,2017/03/23,N,2,Not Convicted,Concluded,Not Convicted,Threats
804,16014588,,,,Misdemeanor,2017/03/20,2017/03/23,N,3,Convicted,Concluded,Convicted,DUI
805,16019574,,,,Felony,2017/03/17,2017/03/24,N,7,Convicted,Concluded,Convicted,Assault-Felony
806,16018176,,,,Misdemeanor,2017/03/21,2017/03/24,N,3,Not Convicted,Concluded,Not Convicted,Vandalism
807,16021630,,,,Felony,2017/03/20,2017/03/28,N,8,Convicted,Concluded,Convicted,Stalking
808,16019647,,,,Felony,2017/03/15,2017/03/29,N,14,Not Convicted,Concluded,Not Convicted,Burglary-Resident
809,17002205,,,,Misdemeanor,2017/03/23,2017/03/29,N,6,Convicted,Concluded,Convicted,Assault-Misdemean
810,16010143,,,,Misdemeanor,2017/03/28,2017/03/30,N,2,Not Convicted,Not Concluded,Mistrial,Child Sexual Abus
812,12028107,,,,Felony,2017/03/16,2017/04/05,N,20,Not Convicted,Not Concluded,Mistrial,Assault-Felony
813,16015077,,,,Misdemeanor,2017/03/30,2017/04/05,N,6,Convicted,Concluded,Convicted,DUI
814,15020938,,,,Misdemeanor,2017/03/20,2017/04/05,N,16,Not Convicted,Concluded,Not Convicted,Vehicular Homicid
815,17000322,,,,Misdemeanor,2017/03/29,2017/04/05,N,7,Convicted,Concluded,Convicted,Auto Theft
817,16005487,,,,Misdemeanor,2017/04/05,2017/04/10,N,5,Convicted,Concluded,Convicted,DUI
818,16007888,,,,Felony,2017/03/28,2017/04/11,N,14,Convicted,Concluded,Convicted,Assault-Felony
819,16011427,,,,Misdemeanor,2017/04/10,2017/04/12,N,2,Convicted,Concluded,Convicted,Narcotics
820,14012967,14011945,,,Felony,2017/04/10,2017/04/18,N,8,Convicted,Concluded,Convicted,Burglary-Resident
821,17000196,17002095,,,Misdemeanor,2017/04/14,2017/04/19,N,5,Convicted,Concluded,Convicted,Elder Abuse-Physi
822,16012855,,,,Misdemeanor,2017/04/13,2017/04/20,N,7,Convicted,Concluded,Convicted,Indecent Exposure
823,16022158,,,,Misdemeanor,2017/04/18,2017/04/20,N,2,Convicted,Concluded,Convicted,DUI
